timepoint model testSet accuracy precision recall AUC_macro AUC_micro
1.0 full 4 0.816568047337 0.778765549277 0.816568047337 0.807099856981 0.93356103311
1.0 full 5 0.805325443787 0.768267763402 0.805325443787 0.793980326844 0.920110348611
1.0 full 6 0.77573964497 0.705947652905 0.77573964497 0.676518292793 0.883891495396
1.0 full 7 0.801183431953 0.743284284524 0.801183431953 0.737384450532 0.908109484962
1.0 full 8 0.833136094675 0.791140821715 0.833136094675 0.790846758663 0.93409737054
1.0 full 9 0.808875739645 0.764238689323 0.808875739645 0.789524000048 0.926645483935
1.0 null 0 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.0 null 1 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.0 null 2 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.0 null 3 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.0 null 4 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.0 null 5 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.0 null 6 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.0 null 7 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.0 null 8 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.0 null 9 0.707954609513 0.705716213815 0.707954609513 0.59960026314 0.89301743541
1.25 random 0 0.0626373626374 0.00808634771269 0.0626373626374 0.497364115853 0.434385038039
1.25 random 1 0.0650887573964 0.00789503852489 0.0650887573964 0.51244207199 0.503665838031
1.25 random 2 0.0615384615385 0.00780318642576 0.0615384615385 0.508876410505 0.56365008228
1.25 random 3 0.0704142011834 0.00843273933714 0.0704142011834 0.529171515437 0.51442234749
1.25 random 4 0.0573964497041 0.00718126216153 0.0573964497041 0.486702873236 0.497645974114
1.25 random 5 0.0674556213018 0.00911518811116 0.0674556213018 0.50548659494 0.496808935261
1.25 random 6 0.413017751479 0.589799630928 0.413017751479 0.501063629448 0.490634198149
1.25 random 7 0.0840236686391 0.0134756860582 0.0840236686391 0.509916529074 0.505139409218
1.25 random 8 0.0704142011834 0.00908695464149 0.0704142011834 0.512537317381 0.509084415812
1.25 random 9 0.0668639053254 0.00928873109266 0.0668639053254 0.516540978013 0.500564872845
1.25 past 0 0.791208791209 0.790021229639 0.791208791209 0.721845240099 0.859352030753
1.25 past 1 0.828402366864 0.816091050923 0.828402366864 0.771428451739 0.90190854662
1.25 past 2 0.801183431953 0.798078213451 0.801183431953 0.741635678778 0.870892359044
1.25 past 3 0.797041420118 0.754513917078 0.797041420118 0.662207412067 0.861036494987
1.25 past 4 0.794082840237 0.751955158165 0.794082840237 0.691549299881 0.86688071146
1.25 past 5 0.77573964497 0.745045940996 0.77573964497 0.68287986259 0.859161093799
1.25 past 6 0.773372781065 0.68132556261 0.773372781065 0.607290020492 0.855666118133
1.25 past 7 0.760355029586 0.702824719741 0.760355029586 0.645741990004 0.840279168563
1.25 past 8 0.800591715976 0.752075193509 0.800591715976 0.733506445272 0.886587887912
1.25 past 9 0.799408284024 0.763183232703 0.799408284024 0.713340002982 0.87465751666
1.25 base 0 0.802747252747 0.78330110624 0.802747252747 0.578058079198 0.858629040374
1.25 base 1 0.826035502959 0.79836340376 0.826035502959 0.577231409531 0.867844613284
1.25 base 2 0.797633136095 0.778987174258 0.797633136095 0.572577222877 0.852309618011
1.25 base 3 0.79349112426 0.75217815607 0.79349112426 0.520087044116 0.838470991912
1.25 base 4 0.792899408284 0.761443199385 0.792899408284 0.585091304224 0.850594108516
1.25 base 5 0.763313609467 0.725329550394 0.763313609467 0.542121242577 0.82027975211
1.25 base 6 0.767455621302 0.695242250857 0.767455621302 0.553473580881 0.841183840435
1.25 base 7 0.760946745562 0.705600648322 0.760946745562 0.537205797396 0.821615197881
1.25 base 8 0.794674556213 0.759543313639 0.794674556213 0.537824681183 0.845298892429
1.25 base 9 0.797633136095 0.763762677345 0.797633136095 0.561254102041 0.851498371906
1.25 networkOnly 0 0.78021978022 0.768291708416 0.78021978022 0.682615613787 0.885133538623
1.25 networkOnly 1 0.808875739645 0.777156475672 0.808875739645 0.708570650715 0.903533956561
1.25 networkOnly 2 0.801183431953 0.767594294723 0.801183431953 0.689194078666 0.893104933301
1.25 networkOnly 3 0.802958579882 0.76120304143 0.802958579882 0.670589269497 0.88641025641
1.25 networkOnly 4 0.78875739645 0.748473056633 0.78875739645 0.699175290038 0.892242160055
1.25 networkOnly 5 0.774556213018 0.734390171632 0.774556213018 0.66097501172 0.874562923801
1.25 networkOnly 6 0.765088757396 0.671940877122 0.765088757396 0.622554995324 0.864067201195
1.25 networkOnly 7 0.755029585799 0.673428055609 0.755029585799 0.606234848583 0.855091850192
1.25 networkOnly 8 0.784615384615 0.741036126518 0.784615384615 0.67876866511 0.884904298402
1.25 networkOnly 9 0.797041420118 0.762057234329 0.797041420118 0.683959831302 0.886351726714
1.25 network 0 0.808241758242 0.781044796504 0.808241758242 0.779218865528 0.922651501429
1.25 network 1 0.828402366864 0.795937325962 0.828402366864 0.764479863682 0.921883162354
1.25 network 2 0.816568047337 0.786998271466 0.816568047337 0.771141677806 0.919570334839
1.25 network 3 0.812426035503 0.770935708409 0.812426035503 0.711548431875 0.900687767702
1.25 network 4 0.80650887574 0.762214003378 0.80650887574 0.753075535501 0.912994292917
1.25 network 5 0.787573964497 0.737463118913 0.787573964497 0.719460407442 0.897043287467
1.25 network 6 0.781656804734 0.711707749756 0.781656804734 0.657706021096 0.878277196177
1.25 network 7 0.781656804734 0.711672913656 0.781656804734 0.683820915851 0.884029504102
1.25 network 8 0.804142011834 0.748872388038 0.804142011834 0.749514726674 0.913937245428
1.25 network 9 0.815384615385 0.777567832616 0.815384615385 0.750603802978 0.912560367868
1.25 time 0 0.815934065934 0.789911476788 0.815934065934 0.670929181358 0.890729933985
1.25 time 1 0.837278106509 0.800883756451 0.837278106509 0.670595787747 0.903146540154
1.25 time 2 0.818343195266 0.783611233597 0.818343195266 0.620897749087 0.8790464853
1.25 time 3 0.80650887574 0.761490267318 0.80650887574 0.585455195585 0.869664577571
1.25 time 4 0.808284023669 0.770273727142 0.808284023669 0.617695275372 0.874465413209
1.25 time 5 0.786390532544 0.744728538191 0.786390532544 0.595913764504 0.857141031476
1.25 time 6 0.779881656805 0.712513070469 0.779881656805 0.588900563097 0.858965780843
1.25 time 7 0.772189349112 0.700935534153 0.772189349112 0.582069121106 0.85204824761
1.25 time 8 0.814792899408 0.76820154536 0.814792899408 0.618024778674 0.876808118297
1.25 time 9 0.802366863905 0.766440972902 0.802366863905 0.635646147901 0.878705986018
1.25 social 0 0.825824175824 0.789991641459 0.825824175824 0.683173891788 0.906143833273
1.25 social 1 0.847928994083 0.806723297598 0.847928994083 0.68730274619 0.911574174574
1.25 social 2 0.821893491124 0.789574667854 0.821893491124 0.648904896275 0.889356640174
1.25 social 3 0.811834319527 0.759882326742 0.811834319527 0.601585492045 0.884861349393
1.25 social 4 0.811834319527 0.758975704907 0.811834319527 0.612497741158 0.87793652183
1.25 social 5 0.794082840237 0.74187682353 0.794082840237 0.609934420878 0.87450585297
1.25 social 6 0.776923076923 0.701328963168 0.776923076923 0.601754879682 0.866385105564
1.25 social 7 0.790532544379 0.722683119399 0.790532544379 0.613796684581 0.8673208221
1.25 social 8 0.821301775148 0.769586607971 0.821301775148 0.620803099746 0.883002637629
1.25 social 9 0.812426035503 0.770317292815 0.812426035503 0.646298233617 0.888633684628
1.25 place 0 0.808241758242 0.778003354789 0.808241758242 0.61761954048 0.882257376323
1.25 place 1 0.826627218935 0.795930501156 0.826627218935 0.655050948601 0.894479359966
1.25 place 2 0.814201183432 0.791540470251 0.814201183432 0.634347597666 0.87477428428
1.25 place 3 0.802958579882 0.754848219903 0.802958579882 0.573741999945 0.868196258301
1.25 place 4 0.791124260355 0.7519525604 0.791124260355 0.568796084974 0.860545148979
1.25 place 5 0.779289940828 0.731618876987 0.779289940828 0.573798317969 0.849989029329
1.25 place 6 0.773964497041 0.700575819644 0.773964497041 0.567834419675 0.85373422966
1.25 place 7 0.76449704142 0.704589605299 0.76449704142 0.582045137095 0.843406451688
1.25 place 8 0.802366863905 0.758785925487 0.802366863905 0.599673050202 0.869918420223
1.25 place 9 0.801183431953 0.772849767015 0.801183431953 0.629124381711 0.872891938891
1.25 timeSocialPlace 0 0.834065934066 0.785724730669 0.834065934066 0.719344692391 0.925601074749
1.25 timeSocialPlace 1 0.84674556213 0.806935492342 0.84674556213 0.726815706015 0.926808468424
1.25 timeSocialPlace 2 0.830769230769 0.797456967392 0.830769230769 0.685513207751 0.906281117608
1.25 timeSocialPlace 3 0.82426035503 0.770094861898 0.82426035503 0.642217981137 0.902267719384
1.25 timeSocialPlace 4 0.814201183432 0.762603877768 0.814201183432 0.661321160091 0.900407665465
1.25 timeSocialPlace 5 0.797633136095 0.746549177259 0.797633136095 0.64461113392 0.886967601508
1.25 timeSocialPlace 6 0.781656804734 0.706617958773 0.781656804734 0.619159586209 0.875502024906
1.25 timeSocialPlace 7 0.78875739645 0.724047587724 0.78875739645 0.634300332544 0.877495360807
1.25 timeSocialPlace 8 0.833727810651 0.788245578227 0.833727810651 0.682811852115 0.908611334804
1.25 timeSocialPlace 9 0.825443786982 0.786741505784 0.825443786982 0.69292855393 0.908221117375
1.25 full 0 0.843956043956 0.805744405664 0.843956043956 0.814517081188 0.943404882663
1.25 full 1 0.849112426036 0.806998317889 0.849112426036 0.817292872176 0.945060280336
1.25 full 2 0.840236686391 0.810796002466 0.840236686391 0.792717242681 0.93415455808
1.25 full 3 0.823076923077 0.76052261988 0.823076923077 0.724153311513 0.918712463382
1.25 full 4 0.819526627219 0.767016948708 0.819526627219 0.769153359246 0.925718870721
1.25 full 5 0.807692307692 0.758134657476 0.807692307692 0.743330133242 0.911490143903
1.25 full 6 0.78224852071 0.709220884604 0.78224852071 0.676271182781 0.888203494275
1.25 full 7 0.79349112426 0.724190700198 0.79349112426 0.712983629125 0.896452621874
1.25 full 8 0.831360946746 0.79029405513 0.831360946746 0.789483225265 0.930193912445
1.25 full 9 0.830769230769 0.792045655553 0.830769230769 0.778628788262 0.925861256025
1.25 null 0 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.25 null 1 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.25 null 2 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.25 null 3 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.25 null 4 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.25 null 5 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.25 null 6 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.25 null 7 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.25 null 8 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.25 null 9 0.709339283617 0.711438838362 0.709339283617 0.596163111793 0.893375830271
1.5 random 0 0.060989010989 0.00743055953442 0.060989010989 0.508994561245 0.501790343356
1.5 random 1 0.447337278107 0.681395162715 0.447337278107 0.516127710808 0.514032655253
1.5 random 2 0.0615384615385 0.00727595779064 0.0615384615385 0.498279707637 0.50177339729
1.5 random 3 0.0668639053254 0.00855032487389 0.0668639053254 0.519704411809 0.51161292205
1.5 random 4 0.0639053254438 0.00766206311088 0.0639053254438 0.501271921381 0.502221794288
1.5 random 5 0.0573964497041 0.0071441401235 0.0573964497041 0.51524101598 0.500999031313
1.5 random 6 0.0863905325444 0.0135056420068 0.0863905325444 0.519876106555 0.505131589697
1.5 random 7 0.0763313609467 0.0111099984305 0.0763313609467 0.503344219369 0.503492874899
1.5 random 8 0.0556213017751 0.00651046033205 0.0556213017751 0.513352678339 0.502290069209
1.5 random 9 0.0615384615385 0.00763045099697 0.0615384615385 0.501371878151 0.500333788499
1.5 past 0 0.803296703297 0.795395657748 0.803296703297 0.706187103055 0.866078573441
1.5 past 1 0.821893491124 0.79475111825 0.821893491124 0.745327278037 0.897642706254
1.5 past 2 0.809467455621 0.799949526978 0.809467455621 0.746110553663 0.883257472311
1.5 past 3 0.819526627219 0.784644532667 0.819526627219 0.689200400261 0.88684733261
1.5 past 4 0.808875739645 0.789877131302 0.808875739645 0.720655077959 0.877956887597
1.5 past 5 0.787573964497 0.765063462594 0.787573964497 0.698290385326 0.864688678034
1.5 past 6 0.797633136095 0.741709928051 0.797633136095 0.708414807702 0.885660399379
1.5 past 7 0.78224852071 0.745787278415 0.78224852071 0.701225757469 0.86946605511
1.5 past 8 0.813017751479 0.778276615738 0.813017751479 0.749557003847 0.891257775755
1.5 past 9 0.808875739645 0.809094600506 0.808875739645 0.734041323995 0.878167080985
1.5 base 0 0.802197802198 0.808867614007 0.802197802198 0.629403638867 0.86867281528
1.5 base 1 0.813017751479 0.790763056355 0.813017751479 0.545785023488 0.860171971103
1.5 base 2 0.813017751479 0.808276112961 0.813017751479 0.615370814014 0.869567125334
1.5 base 3 0.819526627219 0.787460930153 0.819526627219 0.542715550958 0.864826570031
1.5 base 4 0.789940828402 0.785158036007 0.789940828402 0.603981849073 0.863150683333
1.5 base 5 0.78224852071 0.757655545192 0.78224852071 0.572409534316 0.850097452237
1.5 base 6 0.772189349112 0.748414064368 0.772189349112 0.610545237094 0.853124540457
1.5 base 7 0.784023668639 0.759624026716 0.784023668639 0.592548017989 0.848872763559
1.5 base 8 0.795266272189 0.775578891917 0.795266272189 0.56348217795 0.847354376014
1.5 base 9 0.807100591716 0.813887918596 0.807100591716 0.619660035514 0.87193147999
1.5 networkOnly 0 0.793956043956 0.791851355119 0.793956043956 0.783859513861 0.934391176589
1.5 networkOnly 1 0.813609467456 0.795256991392 0.813609467456 0.790970046514 0.934267532649
1.5 networkOnly 2 0.8 0.78673672872 0.8 0.794980646273 0.936275048726
1.5 networkOnly 3 0.812426035503 0.800680809501 0.812426035503 0.836344139735 0.947571747021
1.5 networkOnly 4 0.798816568047 0.788969375031 0.798816568047 0.820011420853 0.941335504126
1.5 networkOnly 5 0.78224852071 0.768064317918 0.78224852071 0.788916267395 0.928596571082
1.5 networkOnly 6 0.795266272189 0.767621073213 0.795266272189 0.818707425123 0.934627464024
1.5 networkOnly 7 0.773372781065 0.735910631026 0.773372781065 0.801060102404 0.926217335994
1.5 networkOnly 8 0.804142011834 0.785885139952 0.804142011834 0.817966476304 0.941473512832
1.5 networkOnly 9 0.814792899408 0.799111638688 0.814792899408 0.800060494959 0.939057455971
1.5 network 0 0.834615384615 0.810109754604 0.834615384615 0.881390041813 0.964206064082
1.5 network 1 0.82426035503 0.79377455316 0.82426035503 0.878155213759 0.962001914032
1.5 network 2 0.824852071006 0.799142405316 0.824852071006 0.878547992749 0.962358519193
1.5 network 3 0.838461538462 0.813523184941 0.838461538462 0.899411677958 0.969612116756
1.5 network 4 0.813609467456 0.793094517866 0.813609467456 0.875733788889 0.960495255768
1.5 network 5 0.814201183432 0.773946959007 0.814201183432 0.865702144342 0.956085571234
1.5 network 6 0.795857988166 0.766465771627 0.795857988166 0.888674332096 0.958458095538
1.5 network 7 0.802958579882 0.761197245299 0.802958579882 0.878921883865 0.955220697221
1.5 network 8 0.815384615385 0.786917928728 0.815384615385 0.899211626251 0.965490003851
1.5 network 9 0.82899408284 0.817112256505 0.82899408284 0.888298898457 0.965759660609
1.5 time 0 0.82032967033 0.81389355501 0.82032967033 0.701892850589 0.916594614177
1.5 time 1 0.824852071006 0.795158587399 0.824852071006 0.663161297597 0.908922073223
1.5 time 2 0.82426035503 0.81447999762 0.82426035503 0.711085220294 0.907544437053
1.5 time 3 0.844970414201 0.819714142628 0.844970414201 0.651473355854 0.907917906703
1.5 time 4 0.804142011834 0.795998240644 0.804142011834 0.707097073013 0.91133958895
1.5 time 5 0.791715976331 0.772696560339 0.791715976331 0.667540979223 0.898906025699
1.5 time 6 0.792307692308 0.761339833624 0.792307692308 0.698531007261 0.898911160907
1.5 time 7 0.8 0.76976962375 0.8 0.673156016768 0.893094662885
1.5 time 8 0.807692307692 0.784601909276 0.807692307692 0.665407305472 0.895589965337
1.5 time 9 0.823668639053 0.823750598109 0.823668639053 0.73647469034 0.925208559458
1.5 social 0 0.828021978022 0.804969181182 0.828021978022 0.710927641434 0.926655144306
1.5 social 1 0.829585798817 0.788772001704 0.829585798817 0.707485717693 0.925969037032
1.5 social 2 0.834319526627 0.808128107999 0.834319526627 0.74985297803 0.932540527292
1.5 social 3 0.840828402367 0.806970854952 0.840828402367 0.660415058416 0.91477755214
1.5 social 4 0.813609467456 0.779682663351 0.813609467456 0.699808754673 0.920284537189
1.5 social 5 0.792899408284 0.751859850827 0.792899408284 0.664764177285 0.909714003945
1.5 social 6 0.797633136095 0.758481966556 0.797633136095 0.733021248396 0.91427774471
1.5 social 7 0.786390532544 0.752421548361 0.786390532544 0.703385094582 0.908881691818
1.5 social 8 0.820710059172 0.783802701471 0.820710059172 0.678076435022 0.914538123082
1.5 social 9 0.82899408284 0.817658373323 0.82899408284 0.744540915846 0.935127329809
1.5 place 0 0.804395604396 0.802654449453 0.804395604396 0.680369396799 0.900281014773
1.5 place 1 0.815384615385 0.790338005008 0.815384615385 0.6570712562 0.901685690277
1.5 place 2 0.81124260355 0.794643118218 0.81124260355 0.70747341766 0.913531972503
1.5 place 3 0.819526627219 0.796930833279 0.819526627219 0.62991569225 0.90102330684
1.5 place 4 0.796449704142 0.789787153 0.796449704142 0.689405425261 0.905977031617
1.5 place 5 0.782840236686 0.752807400747 0.782840236686 0.650103361714 0.892720376271
1.5 place 6 0.785798816568 0.752159464143 0.785798816568 0.684553040829 0.891680788488
1.5 place 7 0.790532544379 0.753545778486 0.790532544379 0.65235937841 0.884160685317
1.5 place 8 0.805325443787 0.785595320928 0.805325443787 0.65408327383 0.889510346276
1.5 place 9 0.802958579882 0.813262000913 0.802958579882 0.730385204348 0.914666386564
1.5 timeSocialPlace 0 0.841758241758 0.806995312312 0.841758241758 0.754069672487 0.940060982973
1.5 timeSocialPlace 1 0.834911242604 0.785248637685 0.834911242604 0.735695414583 0.935818248661
1.5 timeSocialPlace 2 0.83550295858 0.806138677845 0.83550295858 0.790384579708 0.943798886594
1.5 timeSocialPlace 3 0.843195266272 0.796113138449 0.843195266272 0.726568580479 0.928942905827
1.5 timeSocialPlace 4 0.830177514793 0.794645216072 0.830177514793 0.743706438302 0.935228458387
1.5 timeSocialPlace 5 0.814792899408 0.770395851487 0.814792899408 0.748874228711 0.931728114095
1.5 timeSocialPlace 6 0.811834319527 0.761326605384 0.811834319527 0.740583517653 0.925293698867
1.5 timeSocialPlace 7 0.801775147929 0.745564110586 0.801775147929 0.741443505124 0.921085687943
1.5 timeSocialPlace 8 0.832544378698 0.793077809796 0.832544378698 0.75810346583 0.932548171749
1.5 timeSocialPlace 9 0.845562130178 0.825294139891 0.845562130178 0.782138938808 0.947553365312
1.5 full 0 0.849450549451 0.820841056664 0.849450549451 0.895000900396 0.970478655959
1.5 full 1 0.841420118343 0.800877504088 0.841420118343 0.899665184419 0.968965255652
1.5 full 2 0.848520710059 0.816959155914 0.848520710059 0.904540443952 0.970477399251
1.5 full 3 0.843786982249 0.814234683198 0.843786982249 0.901365470849 0.970452014985
1.5 full 4 0.828402366864 0.79582779484 0.828402366864 0.88340019292 0.964183793751
