timepoint model testSet feature importance
2.0 social 2 spatialTriadicClosure 0.305437080219
2.0 social 2 candidatesSpatialTriadicClosure 0.00101801647879
2.0 social 2 numberOfPeople 0.289408608159
2.0 social 3 timeSpent 0.326189863731
2.0 social 3 friends 0.0882940771807
2.0 social 3 spatialTriadicClosure 0.29719759779
2.0 social 3 candidatesSpatialTriadicClosure 0.00101247740344
2.0 social 3 numberOfPeople 0.287305983895
2.0 social 4 timeSpent 0.325953935159
2.0 social 4 friends 0.0856218864995
2.0 social 4 spatialTriadicClosure 0.299126825665
2.0 social 4 candidatesSpatialTriadicClosure 0.000785898230888
2.0 social 4 numberOfPeople 0.288511454446
2.0 social 5 timeSpent 0.315736658893
2.0 social 5 friends 0.0846323703579
2.0 social 5 spatialTriadicClosure 0.306331417431
2.0 social 5 candidatesSpatialTriadicClosure 0.00115426624536
2.0 social 5 numberOfPeople 0.292145287072
2.0 social 6 timeSpent 0.313015761142
2.0 social 6 friends 0.0882064694497
2.0 social 6 spatialTriadicClosure 0.30166942652
2.0 social 6 candidatesSpatialTriadicClosure 0.000847775234132
2.0 social 6 numberOfPeople 0.296260567654
2.0 social 7 timeSpent 0.316479116033
2.0 social 7 friends 0.0908912391177
2.0 social 7 spatialTriadicClosure 0.306864800142
2.0 social 7 candidatesSpatialTriadicClosure 0.000831790188026
2.0 social 7 numberOfPeople 0.284933054519
2.0 social 8 timeSpent 0.325589707124
2.0 social 8 friends 0.0849847035553
2.0 social 8 spatialTriadicClosure 0.305481639646
2.0 social 8 candidatesSpatialTriadicClosure 0.00102507210963
2.0 social 8 numberOfPeople 0.282918877566
2.0 social 9 timeSpent 0.313454394857
2.0 social 9 friends 0.088969630744
2.0 social 9 spatialTriadicClosure 0.302248659167
2.0 social 9 candidatesSpatialTriadicClosure 0.000911619105461
2.0 social 9 numberOfPeople 0.294415696126
2.0 place 0 timeSpent 0.46274171366
2.0 place 0 friends 0.110402527154
2.0 place 0 metAtHome 0.0139733339736
2.0 place 0 metAtUniversity 0.136059561752
2.0 place 0 metAtThirdPlace 0.00696189190693
2.0 place 0 metAtOtherPlace 0.00817222608541
2.0 place 0 timeSpentAtHomeWith 0.00442625106451
2.0 place 0 timeSpentAtUniversityWith 0.251632984519
2.0 place 0 timeSpentAtThirdPlaceWith 0.00372360890252
2.0 place 0 timeSpentAtOtherPlaceWith 0.00190590098201
2.0 place 1 timeSpent 0.448685807469
2.0 place 1 friends 0.115669139455
2.0 place 1 metAtHome 0.0145556898845
2.0 place 1 metAtUniversity 0.136541210235
2.0 place 1 metAtThirdPlace 0.00949009822625
2.0 place 1 metAtOtherPlace 0.00845349761801
2.0 place 1 timeSpentAtHomeWith 0.00390350292445
2.0 place 1 timeSpentAtUniversityWith 0.256499839307
2.0 place 1 timeSpentAtThirdPlaceWith 0.00445934203655
2.0 place 1 timeSpentAtOtherPlaceWith 0.00174187284421
2.0 place 2 timeSpent 0.457768914703
2.0 place 2 friends 0.110410650371
2.0 place 2 metAtHome 0.0142135381417
2.0 place 2 metAtUniversity 0.132982987243
2.0 place 2 metAtThirdPlace 0.00990260103192
2.0 place 2 metAtOtherPlace 0.0082622771802
2.0 place 2 timeSpentAtHomeWith 0.00255092054622
2.0 place 2 timeSpentAtUniversityWith 0.258549365547
2.0 place 2 timeSpentAtThirdPlaceWith 0.0035909695849
2.0 place 2 timeSpentAtOtherPlaceWith 0.00176777565021
2.0 place 3 timeSpent 0.450019094564
2.0 place 3 friends 0.114798424408
2.0 place 3 metAtHome 0.0141889154771
2.0 place 3 metAtUniversity 0.134458998847
2.0 place 3 metAtThirdPlace 0.00887758634002
2.0 place 3 metAtOtherPlace 0.00764276796587
2.0 place 3 timeSpentAtHomeWith 0.00424432228012
2.0 place 3 timeSpentAtUniversityWith 0.259473786531
2.0 place 3 timeSpentAtThirdPlaceWith 0.00435932150169
2.0 place 3 timeSpentAtOtherPlaceWith 0.00193678208522
2.0 place 4 timeSpent 0.454448907717
2.0 place 4 friends 0.115524374519
2.0 place 4 metAtHome 0.0138814190534
2.0 place 4 metAtUniversity 0.134490826865
2.0 place 4 metAtThirdPlace 0.00962614903831
2.0 place 4 metAtOtherPlace 0.00790606682993
2.0 place 4 timeSpentAtHomeWith 0.0031834595424
2.0 place 4 timeSpentAtUniversityWith 0.254740064178
2.0 place 4 timeSpentAtThirdPlaceWith 0.00422904647861
2.0 place 4 timeSpentAtOtherPlaceWith 0.00196968577807
2.0 place 5 timeSpent 0.445820023098
2.0 place 5 friends 0.119972021872
2.0 place 5 metAtHome 0.0145894189311
2.0 place 5 metAtUniversity 0.131914691812
2.0 place 5 metAtThirdPlace 0.00955775453946
2.0 place 5 metAtOtherPlace 0.00866601401629
2.0 place 5 timeSpentAtHomeWith 0.00440574347357
2.0 place 5 timeSpentAtUniversityWith 0.259428289114
2.0 place 5 timeSpentAtThirdPlaceWith 0.00430841279015
2.0 place 5 timeSpentAtOtherPlaceWith 0.00133763035331
2.0 place 6 timeSpent 0.451952538672
2.0 place 6 friends 0.117866556746
2.0 place 6 metAtHome 0.0141399271221
2.0 place 6 metAtUniversity 0.128448903691
2.0 place 6 metAtThirdPlace 0.00901938295826
2.0 place 6 metAtOtherPlace 0.00819401218548
2.0 place 6 timeSpentAtHomeWith 0.00445235929312
2.0 place 6 timeSpentAtUniversityWith 0.26219700048
2.0 place 6 timeSpentAtThirdPlaceWith 0.00223707987443
2.0 place 6 timeSpentAtOtherPlaceWith 0.00149223897761
2.0 place 7 timeSpent 0.450955971058
2.0 place 7 friends 0.112263675518
2.0 place 7 metAtHome 0.0121197398835
2.0 place 7 metAtUniversity 0.133580975685
2.0 place 7 metAtThirdPlace 0.00958612521135
2.0 place 7 metAtOtherPlace 0.00890533597311
2.0 place 7 timeSpentAtHomeWith 0.00412723402437
2.0 place 7 timeSpentAtUniversityWith 0.261719164539
2.0 place 7 timeSpentAtThirdPlaceWith 0.00486576060578
2.0 place 7 timeSpentAtOtherPlaceWith 0.00187601750193
2.0 place 8 timeSpent 0.453798292539
2.0 place 8 friends 0.110388180893
2.0 place 8 metAtHome 0.0143461225465
2.0 place 8 metAtUniversity 0.132644319661
2.0 place 8 metAtThirdPlace 0.00919575404468
2.0 place 8 metAtOtherPlace 0.00860652126595
2.0 place 8 timeSpentAtHomeWith 0.00396992442369
2.0 place 8 timeSpentAtUniversityWith 0.261662723388
2.0 place 8 timeSpentAtThirdPlaceWith 0.0036919503186
2.0 place 8 timeSpentAtOtherPlaceWith 0.0016962109189
2.0 place 9 timeSpent 0.461884719471
2.0 place 9 friends 0.115745747703
2.0 place 9 metAtHome 0.0138053405998
2.0 place 9 metAtUniversity 0.127092541881
2.0 place 9 metAtThirdPlace 0.00995281875936
2.0 place 9 metAtOtherPlace 0.00834239233732
2.0 place 9 timeSpentAtHomeWith 0.00431910798369
2.0 place 9 timeSpentAtUniversityWith 0.252644078899
2.0 place 9 timeSpentAtThirdPlaceWith 0.00431026315202
2.0 place 9 timeSpentAtOtherPlaceWith 0.00190298921432
2.0 timeSocialPlace 0 timeSpent 0.16716940481
2.0 timeSocialPlace 0 friends 0.073928968112
2.0 timeSocialPlace 0 metAtHome 0.00724364886996
2.0 timeSocialPlace 0 metAtUniversity 0.0731783282046
2.0 timeSocialPlace 0 metAtThirdPlace 0.00285815676275
2.0 timeSocialPlace 0 metAtOtherPlace 0.00397856704388
2.0 timeSocialPlace 0 timeSpentAtHomeWith 0.00154866592283
2.0 timeSocialPlace 0 timeSpentAtUniversityWith 0.102762544489
2.0 timeSocialPlace 0 timeSpentAtThirdPlaceWith 0.00112902032017
2.0 timeSocialPlace 0 timeSpentAtOtherPlaceWith 0.00153775678718
2.0 timeSocialPlace 0 spatialTriadicClosure 0.184562340278
2.0 timeSocialPlace 0 candidatesSpatialTriadicClosure 0.000569615611647
2.0 timeSocialPlace 0 numberOfPeople 0.159046837984
2.0 timeSocialPlace 0 metAtHourOfTheWeek 0.080730739608
2.0 timeSocialPlace 0 metAtDayOfTheWeek 0.0413917219273
2.0 timeSocialPlace 0 metAtHourOfTheDay 0.098363683268
2.0 timeSocialPlace 1 timeSpent 0.162787540243
2.0 timeSocialPlace 1 friends 0.0771886261187
2.0 timeSocialPlace 1 metAtHome 0.0071368737452
2.0 timeSocialPlace 1 metAtUniversity 0.0720103999678
2.0 timeSocialPlace 1 metAtThirdPlace 0.00360811136719
2.0 timeSocialPlace 1 metAtOtherPlace 0.0036248526846
2.0 timeSocialPlace 1 timeSpentAtHomeWith 0.00149838535351
2.0 timeSocialPlace 1 timeSpentAtUniversityWith 0.101774023455
2.0 timeSocialPlace 1 timeSpentAtThirdPlaceWith 0.00154312687958
2.0 timeSocialPlace 1 timeSpentAtOtherPlaceWith 0.00114607965446
2.0 timeSocialPlace 1 spatialTriadicClosure 0.17708643611
2.0 timeSocialPlace 1 candidatesSpatialTriadicClosure 0.00075615400501
2.0 timeSocialPlace 1 numberOfPeople 0.165414284495
2.0 timeSocialPlace 1 metAtHourOfTheWeek 0.0826767247106
2.0 timeSocialPlace 1 metAtDayOfTheWeek 0.0429469829911
2.0 timeSocialPlace 1 metAtHourOfTheDay 0.0988013982189
2.0 timeSocialPlace 2 timeSpent 0.161152577633
2.0 timeSocialPlace 2 friends 0.0780030293108
2.0 timeSocialPlace 2 metAtHome 0.00698990078051
2.0 timeSocialPlace 2 metAtUniversity 0.0728650442638
2.0 timeSocialPlace 2 metAtThirdPlace 0.00329048219578
2.0 timeSocialPlace 2 metAtOtherPlace 0.00351829938236
2.0 timeSocialPlace 2 timeSpentAtHomeWith 0.000931293639559
2.0 timeSocialPlace 2 timeSpentAtUniversityWith 0.102872091882
2.0 timeSocialPlace 2 timeSpentAtThirdPlaceWith 0.00126545764212
2.0 timeSocialPlace 2 timeSpentAtOtherPlaceWith 0.00117996753996
2.0 timeSocialPlace 2 spatialTriadicClosure 0.181727942633
2.0 timeSocialPlace 2 candidatesSpatialTriadicClosure 0.000621711120793
2.0 timeSocialPlace 2 numberOfPeople 0.157645828202
2.0 timeSocialPlace 2 metAtHourOfTheWeek 0.0840760972628
2.0 timeSocialPlace 2 metAtDayOfTheWeek 0.0421963423564
2.0 timeSocialPlace 2 metAtHourOfTheDay 0.101663934155
2.0 timeSocialPlace 3 timeSpent 0.167447624544
2.0 timeSocialPlace 3 friends 0.0762527127655
2.0 timeSocialPlace 3 metAtHome 0.00713203722174
2.0 timeSocialPlace 3 metAtUniversity 0.070564465881
2.0 timeSocialPlace 3 metAtThirdPlace 0.00365994785745
2.0 timeSocialPlace 3 metAtOtherPlace 0.00396245457954
2.0 timeSocialPlace 3 timeSpentAtHomeWith 0.00152187941092
2.0 timeSocialPlace 3 timeSpentAtUniversityWith 0.10405536034
2.0 timeSocialPlace 3 timeSpentAtThirdPlaceWith 0.00151053535014
2.0 timeSocialPlace 3 timeSpentAtOtherPlaceWith 0.00128928132333
2.0 timeSocialPlace 3 spatialTriadicClosure 0.181408649135
2.0 timeSocialPlace 3 candidatesSpatialTriadicClosure 0.000688046339343
2.0 timeSocialPlace 3 numberOfPeople 0.156947126247
2.0 timeSocialPlace 3 metAtHourOfTheWeek 0.0822669849989
2.0 timeSocialPlace 3 metAtDayOfTheWeek 0.0417426417438
2.0 timeSocialPlace 3 metAtHourOfTheDay 0.0995502522627
2.0 timeSocialPlace 4 timeSpent 0.165944402022
2.0 timeSocialPlace 4 friends 0.0768008602504
2.0 timeSocialPlace 4 metAtHome 0.00645735255579
2.0 timeSocialPlace 4 metAtUniversity 0.0710295907178
2.0 timeSocialPlace 4 metAtThirdPlace 0.00381159477899
2.0 timeSocialPlace 4 metAtOtherPlace 0.00385931431295
2.0 timeSocialPlace 4 timeSpentAtHomeWith 0.00102537004357
2.0 timeSocialPlace 4 timeSpentAtUniversityWith 0.102017785629
2.0 timeSocialPlace 4 timeSpentAtThirdPlaceWith 0.00128500529175
2.0 timeSocialPlace 4 timeSpentAtOtherPlaceWith 0.00145893325533
2.0 timeSocialPlace 4 spatialTriadicClosure 0.179654006295
2.0 timeSocialPlace 4 candidatesSpatialTriadicClosure 0.000443542511145
2.0 timeSocialPlace 4 numberOfPeople 0.15991523261
2.0 timeSocialPlace 4 metAtHourOfTheWeek 0.0868585357358
2.0 timeSocialPlace 4 metAtDayOfTheWeek 0.0410478912781
2.0 timeSocialPlace 4 metAtHourOfTheDay 0.0983905827111
2.0 timeSocialPlace 5 timeSpent 0.161507044692
2.0 timeSocialPlace 5 friends 0.0798047321599
2.0 timeSocialPlace 5 metAtHome 0.00715092645342
2.0 timeSocialPlace 5 metAtUniversity 0.0723318128016
2.0 timeSocialPlace 5 metAtThirdPlace 0.00360995762461
2.0 timeSocialPlace 5 metAtOtherPlace 0.00393008954775
2.0 timeSocialPlace 5 timeSpentAtHomeWith 0.00151674153193
2.0 timeSocialPlace 5 timeSpentAtUniversityWith 0.102985953943
2.0 timeSocialPlace 5 timeSpentAtThirdPlaceWith 0.0014742729636
2.0 timeSocialPlace 5 timeSpentAtOtherPlaceWith 0.00100581469358
2.0 timeSocialPlace 5 spatialTriadicClosure 0.17873317531
2.0 timeSocialPlace 5 candidatesSpatialTriadicClosure 0.000720555420825
2.0 timeSocialPlace 5 numberOfPeople 0.156721251533
2.0 timeSocialPlace 5 metAtHourOfTheWeek 0.0867415613137
2.0 timeSocialPlace 5 metAtDayOfTheWeek 0.0413544624916
2.0 timeSocialPlace 5 metAtHourOfTheDay 0.10041164752
2.0 timeSocialPlace 6 timeSpent 0.167313335608
2.0 timeSocialPlace 6 friends 0.0744332195162
2.0 timeSocialPlace 6 metAtHome 0.00721970111796
2.0 timeSocialPlace 6 metAtUniversity 0.0703778785527
2.0 timeSocialPlace 6 metAtThirdPlace 0.0031607801809
2.0 timeSocialPlace 6 metAtOtherPlace 0.00403422308886
2.0 timeSocialPlace 6 timeSpentAtHomeWith 0.00187438625134
2.0 timeSocialPlace 6 timeSpentAtUniversityWith 0.101152090775
2.0 timeSocialPlace 6 timeSpentAtThirdPlaceWith 0.000758551764237
2.0 timeSocialPlace 6 timeSpentAtOtherPlaceWith 0.000815928877497
2.0 timeSocialPlace 6 spatialTriadicClosure 0.177436952745
2.0 timeSocialPlace 6 candidatesSpatialTriadicClosure 0.000530988402818
2.0 timeSocialPlace 6 numberOfPeople 0.161608044447
2.0 timeSocialPlace 6 metAtHourOfTheWeek 0.0865227243373
2.0 timeSocialPlace 6 metAtDayOfTheWeek 0.042578134985
2.0 timeSocialPlace 6 metAtHourOfTheDay 0.10018305935
2.0 timeSocialPlace 7 timeSpent 0.166439095064
2.0 timeSocialPlace 7 friends 0.0781021698971
2.0 timeSocialPlace 7 metAtHome 0.00592783471108
2.0 timeSocialPlace 7 metAtUniversity 0.0740358133528
2.0 timeSocialPlace 7 metAtThirdPlace 0.00374237898537
2.0 timeSocialPlace 7 metAtOtherPlace 0.00421666536809
2.0 timeSocialPlace 7 timeSpentAtHomeWith 0.00154003447613
2.0 timeSocialPlace 7 timeSpentAtUniversityWith 0.102115203646
2.0 timeSocialPlace 7 timeSpentAtThirdPlaceWith 0.00162215527527
2.0 timeSocialPlace 7 timeSpentAtOtherPlaceWith 0.00131255296596
2.0 timeSocialPlace 7 spatialTriadicClosure 0.177984038206
2.0 timeSocialPlace 7 candidatesSpatialTriadicClosure 0.000457035686156
2.0 timeSocialPlace 7 numberOfPeople 0.155185924041
2.0 timeSocialPlace 7 metAtHourOfTheWeek 0.0814340327179
2.0 timeSocialPlace 7 metAtDayOfTheWeek 0.0422024298776
2.0 timeSocialPlace 7 metAtHourOfTheDay 0.10368263573
2.0 timeSocialPlace 8 timeSpent 0.167323004115
2.0 timeSocialPlace 8 friends 0.0746611444839
2.0 timeSocialPlace 8 metAtHome 0.00677544756021
2.0 timeSocialPlace 8 metAtUniversity 0.0732303039394
2.0 timeSocialPlace 8 metAtThirdPlace 0.00343448264609
2.0 timeSocialPlace 8 metAtOtherPlace 0.00424434807458
2.0 timeSocialPlace 8 timeSpentAtHomeWith 0.00144788542634
2.0 timeSocialPlace 8 timeSpentAtUniversityWith 0.105672815496
2.0 timeSocialPlace 8 timeSpentAtThirdPlaceWith 0.00135033522207
2.0 timeSocialPlace 8 timeSpentAtOtherPlaceWith 0.000999508320198
2.0 timeSocialPlace 8 spatialTriadicClosure 0.179302433312
2.0 timeSocialPlace 8 candidatesSpatialTriadicClosure 0.000669740200403
2.0 timeSocialPlace 8 numberOfPeople 0.157143079122
2.0 timeSocialPlace 8 metAtHourOfTheWeek 0.0842601139165
2.0 timeSocialPlace 8 metAtDayOfTheWeek 0.0417874020317
2.0 timeSocialPlace 8 metAtHourOfTheDay 0.0976979561332
2.0 timeSocialPlace 9 timeSpent 0.1664993873
2.0 timeSocialPlace 9 friends 0.0788771724955
2.0 timeSocialPlace 9 metAtHome 0.00720325511365
2.0 timeSocialPlace 9 metAtUniversity 0.0721047466726
2.0 timeSocialPlace 9 metAtThirdPlace 0.00389993702788
2.0 timeSocialPlace 9 metAtOtherPlace 0.00388099054486
2.0 timeSocialPlace 9 timeSpentAtHomeWith 0.00153475371776
2.0 timeSocialPlace 9 timeSpentAtUniversityWith 0.10017759604
2.0 timeSocialPlace 9 timeSpentAtThirdPlaceWith 0.0015044599894
2.0 timeSocialPlace 9 timeSpentAtOtherPlaceWith 0.00125745960608
2.0 timeSocialPlace 9 spatialTriadicClosure 0.175848474712
2.0 timeSocialPlace 9 candidatesSpatialTriadicClosure 0.000672811316783
2.0 timeSocialPlace 9 numberOfPeople 0.159950937064
2.0 timeSocialPlace 9 metAtHourOfTheWeek 0.0858688196796
2.0 timeSocialPlace 9 metAtDayOfTheWeek 0.0425106806722
2.0 timeSocialPlace 9 metAtHourOfTheDay 0.0982085180482
2.0 full 0 timeSpent 0.108153738984
2.0 full 0 friends 0.0474810618453
2.0 full 0 metAtHome 0.00594079705724
2.0 full 0 metAtUniversity 0.0532508022348
2.0 full 0 metAtThirdPlace 0.00234934480019
2.0 full 0 metAtOtherPlace 0.00340572307416
2.0 full 0 timeSpentAtHomeWith 0.0015235208539
2.0 full 0 timeSpentAtUniversityWith 0.0714173249257
2.0 full 0 timeSpentAtThirdPlaceWith 0.00113013836216
2.0 full 0 timeSpentAtOtherPlaceWith 0.00116209851912
2.0 full 0 spatialTriadicClosure 0.123138689024
2.0 full 0 candidatesSpatialTriadicClosure 0.000433166976974
2.0 full 0 numberOfPeople 0.105523635085
2.0 full 0 jaccard 0.0326529469471
2.0 full 0 adamicAdar 0.0327121279386
2.0 full 0 PA 0.0522925855957
2.0 full 0 propScores 0.167572943636
2.0 full 0 resourceAllocation 0.0310073040196
2.0 full 0 metAtHourOfTheWeek 0.0580757640426
2.0 full 0 metAtDayOfTheWeek 0.031945017341
2.0 full 0 metAtHourOfTheDay 0.0688312687379
2.0 full 1 timeSpent 0.103949093605
2.0 full 1 friends 0.047236513267
2.0 full 1 metAtHome 0.00584267989689
2.0 full 1 metAtUniversity 0.0533382635245
2.0 full 1 metAtThirdPlace 0.00325865060568
2.0 full 1 metAtOtherPlace 0.0032758569139
2.0 full 1 timeSpentAtHomeWith 0.00119486186397
2.0 full 1 timeSpentAtUniversityWith 0.0716694956877
2.0 full 1 timeSpentAtThirdPlaceWith 0.00128670634667
2.0 full 1 timeSpentAtOtherPlaceWith 0.000949355154995
2.0 full 1 spatialTriadicClosure 0.120952724232
2.0 full 1 candidatesSpatialTriadicClosure 0.000490230360223
2.0 full 1 numberOfPeople 0.109268037444
2.0 full 1 jaccard 0.0303807795671
2.0 full 1 adamicAdar 0.0324237411734
2.0 full 1 PA 0.0526847592242
2.0 full 1 propScores 0.168121545984
2.0 full 1 resourceAllocation 0.0301397442295
2.0 full 1 metAtHourOfTheWeek 0.0579263354889
2.0 full 1 metAtDayOfTheWeek 0.0324836500192
2.0 full 1 metAtHourOfTheDay 0.0731269754116
2.0 full 2 timeSpent 0.106694367521
2.0 full 2 friends 0.0504054989036
2.0 full 2 metAtHome 0.00630553776243
2.0 full 2 metAtUniversity 0.0542756035735
2.0 full 2 metAtThirdPlace 0.00307702344112
2.0 full 2 metAtOtherPlace 0.00310218446544
2.0 full 2 timeSpentAtHomeWith 0.000780791867335
2.0 full 2 timeSpentAtUniversityWith 0.0734165125163
2.0 full 2 timeSpentAtThirdPlaceWith 0.0011244825094
2.0 full 2 timeSpentAtOtherPlaceWith 0.000836996121508
2.0 full 2 spatialTriadicClosure 0.1196571816
2.0 full 2 candidatesSpatialTriadicClosure 0.000395907401357
2.0 full 2 numberOfPeople 0.109429196038
2.0 full 2 jaccard 0.0308886919553
2.0 full 2 adamicAdar 0.0289375306707
2.0 full 2 PA 0.0511638813318
2.0 full 2 propScores 0.165747262794
2.0 full 2 resourceAllocation 0.0319717066056
2.0 full 2 metAtHourOfTheWeek 0.0588603565803
2.0 full 2 metAtDayOfTheWeek 0.0325889831217
2.0 full 2 metAtHourOfTheDay 0.0703403032183
2.0 full 3 timeSpent 0.111080264835
2.0 full 3 friends 0.0465528703567
2.0 full 3 metAtHome 0.00598064137936
2.0 full 3 metAtUniversity 0.0521604568331
2.0 full 3 metAtThirdPlace 0.00296470511244
2.0 full 3 metAtOtherPlace 0.00306752722199
2.0 full 3 timeSpentAtHomeWith 0.00142559684851
2.0 full 3 timeSpentAtUniversityWith 0.0735154059973
2.0 full 3 timeSpentAtThirdPlaceWith 0.00135970389335
2.0 full 3 timeSpentAtOtherPlaceWith 0.00102680326193
2.0 full 3 spatialTriadicClosure 0.116947288436
2.0 full 3 candidatesSpatialTriadicClosure 0.000488694333192
2.0 full 3 numberOfPeople 0.107062261645
2.0 full 3 jaccard 0.0304712088569
2.0 full 3 adamicAdar 0.0302389866946
2.0 full 3 PA 0.052361646159
2.0 full 3 propScores 0.171022083227
2.0 full 3 resourceAllocation 0.0300885775398
2.0 full 3 metAtHourOfTheWeek 0.0596119458347
2.0 full 3 metAtDayOfTheWeek 0.0309474158488
2.0 full 3 metAtHourOfTheDay 0.0716259156856
2.0 full 4 timeSpent 0.108300952292
2.0 full 4 friends 0.0474797202451
2.0 full 4 metAtHome 0.00557934802529
2.0 full 4 metAtUniversity 0.0520728548168
2.0 full 4 metAtThirdPlace 0.00335044197607
2.0 full 4 metAtOtherPlace 0.00352619160318
2.0 full 4 timeSpentAtHomeWith 0.00103113975308
2.0 full 4 timeSpentAtUniversityWith 0.0708980455846
2.0 full 4 timeSpentAtThirdPlaceWith 0.00121790755852
2.0 full 4 timeSpentAtOtherPlaceWith 0.000996533793498
2.0 full 4 spatialTriadicClosure 0.11782501865
2.0 full 4 candidatesSpatialTriadicClosure 0.000303730750659
2.0 full 4 numberOfPeople 0.109602831137
2.0 full 4 jaccard 0.0312455583638
2.0 full 4 adamicAdar 0.0315528191493
2.0 full 4 PA 0.0518587954147
2.0 full 4 propScores 0.168774039199
2.0 full 4 resourceAllocation 0.0323117418433
2.0 full 4 metAtHourOfTheWeek 0.0591017600922
2.0 full 4 metAtDayOfTheWeek 0.0307959136636
2.0 full 4 metAtHourOfTheDay 0.0721746560882
2.0 full 5 timeSpent 0.103305005388
2.0 full 5 friends 0.0469350404872
2.0 full 5 metAtHome 0.00614349747569
2.0 full 5 metAtUniversity 0.0525553664488
2.0 full 5 metAtThirdPlace 0.00305440849336
2.0 full 5 metAtOtherPlace 0.00357771937961
2.0 full 5 timeSpentAtHomeWith 0.00136429694278
2.0 full 5 timeSpentAtUniversityWith 0.0715242406593
2.0 full 5 timeSpentAtThirdPlaceWith 0.00128640341615
2.0 full 5 timeSpentAtOtherPlaceWith 0.000787742108647
2.0 full 5 spatialTriadicClosure 0.123315889221
2.0 full 5 candidatesSpatialTriadicClosure 0.000514690121788
2.0 full 5 numberOfPeople 0.109495722348
2.0 full 5 jaccard 0.0309029841416
2.0 full 5 adamicAdar 0.0306976487777
2.0 full 5 PA 0.052401106802
2.0 full 5 propScores 0.168934491168
2.0 full 5 resourceAllocation 0.0314971773798
2.0 full 5 metAtHourOfTheWeek 0.0607288666489
2.0 full 5 metAtDayOfTheWeek 0.0317430765837
2.0 full 5 metAtHourOfTheDay 0.0692346260074
2.0 full 6 timeSpent 0.10818046382
2.0 full 6 friends 0.0474928586157
2.0 full 6 metAtHome 0.00573481751462
2.0 full 6 metAtUniversity 0.0525174095679
2.0 full 6 metAtThirdPlace 0.002859444334
2.0 full 6 metAtOtherPlace 0.00323823373032
2.0 full 6 timeSpentAtHomeWith 0.00147897588284
2.0 full 6 timeSpentAtUniversityWith 0.0711778366652
2.0 full 6 timeSpentAtThirdPlaceWith 0.000698614297678
2.0 full 6 timeSpentAtOtherPlaceWith 0.00072525710577
2.0 full 6 spatialTriadicClosure 0.118663512818
2.0 full 6 candidatesSpatialTriadicClosure 0.000451927339506
2.0 full 6 numberOfPeople 0.109530335624
2.0 full 6 jaccard 0.030534737614
2.0 full 6 adamicAdar 0.0300950343304
2.0 full 6 PA 0.0541682730213
2.0 full 6 propScores 0.167861964801
2.0 full 6 resourceAllocation 0.031447944812
2.0 full 6 metAtHourOfTheWeek 0.0597186666109
2.0 full 6 metAtDayOfTheWeek 0.031398834135
2.0 full 6 metAtHourOfTheDay 0.0720248573599
2.0 full 7 timeSpent 0.106631976025
2.0 full 7 friends 0.0476794823387
2.0 full 7 metAtHome 0.00488646146344
2.0 full 7 metAtUniversity 0.0516586352108
2.0 full 7 metAtThirdPlace 0.003276211081
2.0 full 7 metAtOtherPlace 0.00349827437001
2.0 full 7 timeSpentAtHomeWith 0.00154203604654
2.0 full 7 timeSpentAtUniversityWith 0.0713386123087
2.0 full 7 timeSpentAtThirdPlaceWith 0.00147737438232
2.0 full 7 timeSpentAtOtherPlaceWith 0.00107126343537
2.0 full 7 spatialTriadicClosure 0.121802723392
2.0 full 7 candidatesSpatialTriadicClosure 0.000288885637556
2.0 full 7 numberOfPeople 0.10627066034
2.0 full 7 jaccard 0.031252851029
2.0 full 7 adamicAdar 0.0299077779744
2.0 full 7 PA 0.0478402407527
2.0 full 7 propScores 0.175239366718
2.0 full 7 resourceAllocation 0.0307542549074
2.0 full 7 metAtHourOfTheWeek 0.0584746275535
2.0 full 7 metAtDayOfTheWeek 0.0319948893977
2.0 full 7 metAtHourOfTheDay 0.0731133956366
2.0 full 8 timeSpent 0.111735956519
2.0 full 8 friends 0.0481341616115
2.0 full 8 metAtHome 0.00615275614471
2.0 full 8 metAtUniversity 0.0537117796194
2.0 full 8 metAtThirdPlace 0.0027971919312
2.0 full 8 metAtOtherPlace 0.00366760546653
2.0 full 8 timeSpentAtHomeWith 0.00133556595392
2.0 full 8 timeSpentAtUniversityWith 0.0728720791667
2.0 full 8 timeSpentAtThirdPlaceWith 0.00110393034213
2.0 full 8 timeSpentAtOtherPlaceWith 0.000771239432726
2.0 full 8 spatialTriadicClosure 0.118602801022
2.0 full 8 candidatesSpatialTriadicClosure 0.000481875145987
2.0 full 8 numberOfPeople 0.107600530953
2.0 full 8 jaccard 0.0302549790186
2.0 full 8 adamicAdar 0.0306364242882
2.0 full 8 PA 0.0515397437015
2.0 full 8 propScores 0.166826218204
2.0 full 8 resourceAllocation 0.0337676714518
2.0 full 8 metAtHourOfTheWeek 0.058105593828
2.0 full 8 metAtDayOfTheWeek 0.031918732128
2.0 full 8 metAtHourOfTheDay 0.0679831640701
2.0 full 9 timeSpent 0.108449130639
2.0 full 9 friends 0.0499560612828
2.0 full 9 metAtHome 0.00593831417477
2.0 full 9 metAtUniversity 0.0518218496745
2.0 full 9 metAtThirdPlace 0.00342654933512
2.0 full 9 metAtOtherPlace 0.00333915600099
2.0 full 9 timeSpentAtHomeWith 0.00146315952255
2.0 full 9 timeSpentAtUniversityWith 0.071387370954
2.0 full 9 timeSpentAtThirdPlaceWith 0.00128396930649
