timepoint model testSet feature importance
5.5 networkOnly 2 resourceAllocation 0.0477484341675
5.5 networkOnly 3 jaccard 0.0429111366698
5.5 networkOnly 3 adamicAdar 0.0476383301919
5.5 networkOnly 3 PA 0.0891649576913
5.5 networkOnly 3 propScores 0.771882874022
5.5 networkOnly 3 resourceAllocation 0.0484027014246
5.5 networkOnly 4 jaccard 0.0422664149637
5.5 networkOnly 4 adamicAdar 0.047227120111
5.5 networkOnly 4 PA 0.0836592644632
5.5 networkOnly 4 propScores 0.776827651117
5.5 networkOnly 4 resourceAllocation 0.0500195493454
5.5 networkOnly 5 jaccard 0.0419131808508
5.5 networkOnly 5 adamicAdar 0.0483070128963
5.5 networkOnly 5 PA 0.0851041119269
5.5 networkOnly 5 propScores 0.775993837684
5.5 networkOnly 5 resourceAllocation 0.0486818566419
5.5 networkOnly 6 jaccard 0.0423253542611
5.5 networkOnly 6 adamicAdar 0.0506280400464
5.5 networkOnly 6 PA 0.0849653060448
5.5 networkOnly 6 propScores 0.773339232797
5.5 networkOnly 6 resourceAllocation 0.0487420668506
5.5 networkOnly 7 jaccard 0.0426178522651
5.5 networkOnly 7 adamicAdar 0.0484790163107
5.5 networkOnly 7 PA 0.0912937126248
5.5 networkOnly 7 propScores 0.771731606259
5.5 networkOnly 7 resourceAllocation 0.0458778125404
5.5 networkOnly 8 jaccard 0.0420553084018
5.5 networkOnly 8 adamicAdar 0.045441154537
5.5 networkOnly 8 PA 0.0856701085311
5.5 networkOnly 8 propScores 0.7801322268
5.5 networkOnly 8 resourceAllocation 0.0467012017301
5.5 networkOnly 9 jaccard 0.045390794243
5.5 networkOnly 9 adamicAdar 0.0513831585011
5.5 networkOnly 9 PA 0.0881051623176
5.5 networkOnly 9 propScores 0.767546663611
5.5 networkOnly 9 resourceAllocation 0.0475742213279
5.5 network 0 timeSpent 0.334618305774
5.5 network 0 friends 0.0673430122365
5.5 network 0 jaccard 0.0374160937725
5.5 network 0 adamicAdar 0.0418710861276
5.5 network 0 PA 0.0663817743221
5.5 network 0 propScores 0.411786485222
5.5 network 0 resourceAllocation 0.0405832425448
5.5 network 1 timeSpent 0.33714195252
5.5 network 1 friends 0.060124361888
5.5 network 1 jaccard 0.035144870031
5.5 network 1 adamicAdar 0.0435412172756
5.5 network 1 PA 0.0663514777778
5.5 network 1 propScores 0.416051671501
5.5 network 1 resourceAllocation 0.0416444490062
5.5 network 2 timeSpent 0.340420336684
5.5 network 2 friends 0.0660119970571
5.5 network 2 jaccard 0.0375177825796
5.5 network 2 adamicAdar 0.0427746958601
5.5 network 2 PA 0.0637832412154
5.5 network 2 propScores 0.408207785385
5.5 network 2 resourceAllocation 0.041284161219
5.5 network 3 timeSpent 0.335873881271
5.5 network 3 friends 0.0646130939911
5.5 network 3 jaccard 0.0375102041154
5.5 network 3 adamicAdar 0.0413262865887
5.5 network 3 PA 0.0619402541018
5.5 network 3 propScores 0.417959805777
5.5 network 3 resourceAllocation 0.0407764741546
5.5 network 4 timeSpent 0.33212330685
5.5 network 4 friends 0.0662918291684
5.5 network 4 jaccard 0.0367302803911
5.5 network 4 adamicAdar 0.040878415375
5.5 network 4 PA 0.0644481218019
5.5 network 4 propScores 0.417430466324
5.5 network 4 resourceAllocation 0.0420975800904
5.5 network 5 timeSpent 0.341869951029
5.5 network 5 friends 0.0725359976072
5.5 network 5 jaccard 0.0371890332041
5.5 network 5 adamicAdar 0.0404410676722
5.5 network 5 PA 0.0636403369456
5.5 network 5 propScores 0.404272085885
5.5 network 5 resourceAllocation 0.0400515276573
5.5 network 6 timeSpent 0.334509210763
5.5 network 6 friends 0.0618221232442
5.5 network 6 jaccard 0.0374278057478
5.5 network 6 adamicAdar 0.0417230719354
5.5 network 6 PA 0.0663190501627
5.5 network 6 propScores 0.416254527299
5.5 network 6 resourceAllocation 0.0419442108477
5.5 network 7 timeSpent 0.340162088707
5.5 network 7 friends 0.0681342668247
5.5 network 7 jaccard 0.0376575078236
5.5 network 7 adamicAdar 0.0388135325847
5.5 network 7 PA 0.0668289295609
5.5 network 7 propScores 0.409059778317
5.5 network 7 resourceAllocation 0.0393438961821
5.5 network 8 timeSpent 0.334753961954
5.5 network 8 friends 0.0656826276357
5.5 network 8 jaccard 0.0380236935427
5.5 network 8 adamicAdar 0.0410370397552
5.5 network 8 PA 0.0662237411646
5.5 network 8 propScores 0.414941554895
5.5 network 8 resourceAllocation 0.0393373810528
5.5 network 9 timeSpent 0.335421419206
5.5 network 9 friends 0.0651846100516
5.5 network 9 jaccard 0.0379044701859
5.5 network 9 adamicAdar 0.0429223597524
5.5 network 9 PA 0.0660028741507
5.5 network 9 propScores 0.410406183228
5.5 network 9 resourceAllocation 0.0421580834251
5.5 time 0 timeSpent 0.434240312519
5.5 time 0 friends 0.14113847311
5.5 time 0 metAtHourOfTheWeek 0.155048511092
5.5 time 0 metAtDayOfTheWeek 0.0695429359477
5.5 time 0 metAtHourOfTheDay 0.200029767332
5.5 time 1 timeSpent 0.437143299173
5.5 time 1 friends 0.1314898844
5.5 time 1 metAtHourOfTheWeek 0.158295738348
5.5 time 1 metAtDayOfTheWeek 0.0702141144269
5.5 time 1 metAtHourOfTheDay 0.202856963652
5.5 time 2 timeSpent 0.429213940553
5.5 time 2 friends 0.14016792972
5.5 time 2 metAtHourOfTheWeek 0.160237203218
5.5 time 2 metAtDayOfTheWeek 0.071381368317
5.5 time 2 metAtHourOfTheDay 0.198999558192
5.5 time 3 timeSpent 0.432016425354
5.5 time 3 friends 0.139105764297
5.5 time 3 metAtHourOfTheWeek 0.157952643764
5.5 time 3 metAtDayOfTheWeek 0.0694426508329
5.5 time 3 metAtHourOfTheDay 0.201482515751
5.5 time 4 timeSpent 0.429605759437
5.5 time 4 friends 0.140198506279
5.5 time 4 metAtHourOfTheWeek 0.160548952514
5.5 time 4 metAtDayOfTheWeek 0.0708979021916
5.5 time 4 metAtHourOfTheDay 0.198748879578
5.5 time 5 timeSpent 0.427353224319
5.5 time 5 friends 0.140852200391
5.5 time 5 metAtHourOfTheWeek 0.156520338602
5.5 time 5 metAtDayOfTheWeek 0.0710177295117
5.5 time 5 metAtHourOfTheDay 0.204256507176
5.5 time 6 timeSpent 0.431484930772
5.5 time 6 friends 0.139090122659
5.5 time 6 metAtHourOfTheWeek 0.162337090893
5.5 time 6 metAtDayOfTheWeek 0.0712587427354
5.5 time 6 metAtHourOfTheDay 0.195829112941
5.5 time 7 timeSpent 0.430740851779
5.5 time 7 friends 0.147841737872
5.5 time 7 metAtHourOfTheWeek 0.15409976648
5.5 time 7 metAtDayOfTheWeek 0.0694982121805
5.5 time 7 metAtHourOfTheDay 0.197819431688
5.5 time 8 timeSpent 0.427207304915
5.5 time 8 friends 0.142195264307
5.5 time 8 metAtHourOfTheWeek 0.162706555413
5.5 time 8 metAtDayOfTheWeek 0.070802327585
5.5 time 8 metAtHourOfTheDay 0.19708854778
5.5 time 9 timeSpent 0.428890441616
5.5 time 9 friends 0.138324191708
5.5 time 9 metAtHourOfTheWeek 0.163055206117
5.5 time 9 metAtDayOfTheWeek 0.0716377409267
5.5 time 9 metAtHourOfTheDay 0.198092419631
5.5 social 0 timeSpent 0.329173054887
5.5 social 0 friends 0.1140436975
5.5 social 0 spatialTriadicClosure 0.282215641367
5.5 social 0 candidatesSpatialTriadicClosure 0.000414170133139
5.5 social 0 numberOfPeople 0.274153436112
5.5 social 1 timeSpent 0.325063739881
5.5 social 1 friends 0.109603241921
5.5 social 1 spatialTriadicClosure 0.288745161966
5.5 social 1 candidatesSpatialTriadicClosure 0.000374445897322
5.5 social 1 numberOfPeople 0.276213410335
5.5 social 2 timeSpent 0.322859797975
5.5 social 2 friends 0.122139979213
5.5 social 2 spatialTriadicClosure 0.279265646071
5.5 social 2 candidatesSpatialTriadicClosure 0.000327012739116
5.5 social 2 numberOfPeople 0.275407564002
5.5 social 3 timeSpent 0.326428465429
5.5 social 3 friends 0.11308224856
5.5 social 3 spatialTriadicClosure 0.292778773695
5.5 social 3 candidatesSpatialTriadicClosure 0.000394887509274
5.5 social 3 numberOfPeople 0.267315624807
5.5 social 4 timeSpent 0.327103794148
5.5 social 4 friends 0.111318689291
5.5 social 4 spatialTriadicClosure 0.284499233218
5.5 social 4 candidatesSpatialTriadicClosure 0.000420349124042
5.5 social 4 numberOfPeople 0.276657934219
5.5 social 5 timeSpent 0.331176641113
5.5 social 5 friends 0.116768711805
5.5 social 5 spatialTriadicClosure 0.277561052146
5.5 social 5 candidatesSpatialTriadicClosure 0.000394442209118
5.5 social 5 numberOfPeople 0.274099152726
5.5 social 6 timeSpent 0.342299022792
5.5 social 6 friends 0.108133841959
5.5 social 6 spatialTriadicClosure 0.281252919525
5.5 social 6 candidatesSpatialTriadicClosure 0.000446342802601
5.5 social 6 numberOfPeople 0.267867872922
5.5 social 7 timeSpent 0.314643461866
5.5 social 7 friends 0.112708320213
5.5 social 7 spatialTriadicClosure 0.296853502537
5.5 social 7 candidatesSpatialTriadicClosure 0.000122696930446
5.5 social 7 numberOfPeople 0.275672018454
5.5 social 8 timeSpent 0.325060734737
5.5 social 8 friends 0.116589518282
5.5 social 8 spatialTriadicClosure 0.282613948392
5.5 social 8 candidatesSpatialTriadicClosure 0.000401765491552
5.5 social 8 numberOfPeople 0.275334033097
5.5 social 9 timeSpent 0.325068442771
5.5 social 9 friends 0.10888978974
5.5 social 9 spatialTriadicClosure 0.292635196326
5.5 social 9 candidatesSpatialTriadicClosure 0.000363562952633
5.5 social 9 numberOfPeople 0.27304300821
5.5 place 0 timeSpent 0.591634982977
5.5 place 0 friends 0.136727614363
5.5 place 0 metAtHome 0.00581057975667
5.5 place 0 metAtUniversity 0.0601451767158
5.5 place 0 metAtThirdPlace 0.0199529199741
5.5 place 0 metAtOtherPlace 0.01381760389
5.5 place 0 timeSpentAtHomeWith 0.00235409515288
5.5 place 0 timeSpentAtUniversityWith 0.121718481812
5.5 place 0 timeSpentAtThirdPlaceWith 0.0318509078632
5.5 place 0 timeSpentAtOtherPlaceWith 0.0159876374964
5.5 place 1 timeSpent 0.582230605005
5.5 place 1 friends 0.135805796625
5.5 place 1 metAtHome 0.00567832019218
5.5 place 1 metAtUniversity 0.063537061298
5.5 place 1 metAtThirdPlace 0.0264805982723
5.5 place 1 metAtOtherPlace 0.015295504805
5.5 place 1 timeSpentAtHomeWith 0.00300620066247
5.5 place 1 timeSpentAtUniversityWith 0.118033558913
5.5 place 1 timeSpentAtThirdPlaceWith 0.0341648719047
5.5 place 1 timeSpentAtOtherPlaceWith 0.0157674823222
5.5 place 2 timeSpent 0.583669613983
5.5 place 2 friends 0.144934863768
5.5 place 2 metAtHome 0.00641205745204
5.5 place 2 metAtUniversity 0.0608546772048
5.5 place 2 metAtThirdPlace 0.0250956639091
5.5 place 2 metAtOtherPlace 0.0122705029157
5.5 place 2 timeSpentAtHomeWith 0.00292809237751
5.5 place 2 timeSpentAtUniversityWith 0.118441384924
5.5 place 2 timeSpentAtThirdPlaceWith 0.0299195910687
5.5 place 2 timeSpentAtOtherPlaceWith 0.0154735523964
5.5 place 3 timeSpent 0.578814325585
5.5 place 3 friends 0.142093068785
5.5 place 3 metAtHome 0.00608988185694
5.5 place 3 metAtUniversity 0.0641935980171
5.5 place 3 metAtThirdPlace 0.0240523028838
5.5 place 3 metAtOtherPlace 0.0129945567132
5.5 place 3 timeSpentAtHomeWith 0.00326100965902
5.5 place 3 timeSpentAtUniversityWith 0.125425670236
5.5 place 3 timeSpentAtThirdPlaceWith 0.0304021335389
5.5 place 3 timeSpentAtOtherPlaceWith 0.0126734527256
5.5 place 4 timeSpent 0.566752278671
5.5 place 4 friends 0.143928277408
5.5 place 4 metAtHome 0.00555258938287
5.5 place 4 metAtUniversity 0.0644010847025
5.5 place 4 metAtThirdPlace 0.0262122276168
5.5 place 4 metAtOtherPlace 0.0153795207996
5.5 place 4 timeSpentAtHomeWith 0.00311674686044
5.5 place 4 timeSpentAtUniversityWith 0.126297986055
5.5 place 4 timeSpentAtThirdPlaceWith 0.0362071467966
5.5 place 4 timeSpentAtOtherPlaceWith 0.0121521417077
5.5 place 5 timeSpent 0.578904393646
5.5 place 5 friends 0.140083592408
5.5 place 5 metAtHome 0.00616869781435
5.5 place 5 metAtUniversity 0.0635249129329
5.5 place 5 metAtThirdPlace 0.0260423473048
5.5 place 5 metAtOtherPlace 0.0148669936843
5.5 place 5 timeSpentAtHomeWith 0.00322653981019
5.5 place 5 timeSpentAtUniversityWith 0.116902892745
5.5 place 5 timeSpentAtThirdPlaceWith 0.0344629737423
5.5 place 5 timeSpentAtOtherPlaceWith 0.0158166559118
5.5 place 6 timeSpent 0.570594590171
5.5 place 6 friends 0.141545676458
5.5 place 6 metAtHome 0.00508478093728
5.5 place 6 metAtUniversity 0.0662286755424
5.5 place 6 metAtThirdPlace 0.0252477954262
5.5 place 6 metAtOtherPlace 0.0141994529205
5.5 place 6 timeSpentAtHomeWith 0.00361251776376
5.5 place 6 timeSpentAtUniversityWith 0.131949863301
5.5 place 6 timeSpentAtThirdPlaceWith 0.0265721618312
5.5 place 6 timeSpentAtOtherPlaceWith 0.0149644856486
5.5 place 7 timeSpent 0.576907862241
5.5 place 7 friends 0.145472275176
5.5 place 7 metAtHome 0.00542720106477
5.5 place 7 metAtUniversity 0.0634607218059
5.5 place 7 metAtThirdPlace 0.0241824150103
5.5 place 7 metAtOtherPlace 0.0153996596518
5.5 place 7 timeSpentAtHomeWith 0.0029737509478
5.5 place 7 timeSpentAtUniversityWith 0.124110913514
5.5 place 7 timeSpentAtThirdPlaceWith 0.025646087493
5.5 place 7 timeSpentAtOtherPlaceWith 0.0164191130953
5.5 place 8 timeSpent 0.582302244697
5.5 place 8 friends 0.146363213853
5.5 place 8 metAtHome 0.00650924038822
5.5 place 8 metAtUniversity 0.0623760002312
5.5 place 8 metAtThirdPlace 0.022107606815
5.5 place 8 metAtOtherPlace 0.0144664109449
5.5 place 8 timeSpentAtHomeWith 0.00332226211941
5.5 place 8 timeSpentAtUniversityWith 0.119486628053
5.5 place 8 timeSpentAtThirdPlaceWith 0.0295938944748
5.5 place 8 timeSpentAtOtherPlaceWith 0.0134724984242
5.5 place 9 timeSpent 0.575327055607
5.5 place 9 friends 0.138092359364
5.5 place 9 metAtHome 0.00513760491909
5.5 place 9 metAtUniversity 0.0644518232982
5.5 place 9 metAtThirdPlace 0.0262559002714
5.5 place 9 metAtOtherPlace 0.0152084813824
5.5 place 9 timeSpentAtHomeWith 0.00277276033485
5.5 place 9 timeSpentAtUniversityWith 0.122280217412
5.5 place 9 timeSpentAtThirdPlaceWith 0.0342261220904
5.5 place 9 timeSpentAtOtherPlaceWith 0.0162476753211
5.5 timeSocialPlace 0 timeSpent 0.181289604688
5.5 timeSocialPlace 0 friends 0.10896912763
5.5 timeSocialPlace 0 metAtHome 0.00194505633543
5.5 timeSocialPlace 0 metAtUniversity 0.0381103022109
5.5 timeSocialPlace 0 metAtThirdPlace 0.0118106253234
5.5 timeSocialPlace 0 metAtOtherPlace 0.00739086950031
5.5 timeSocialPlace 0 timeSpentAtHomeWith 0.000865185469763
5.5 timeSocialPlace 0 timeSpentAtUniversityWith 0.0484901908218
5.5 timeSocialPlace 0 timeSpentAtThirdPlaceWith 0.0149784659283
5.5 timeSocialPlace 0 timeSpentAtOtherPlaceWith 0.00818427121591
5.5 timeSocialPlace 0 spatialTriadicClosure 0.166938914175
5.5 timeSocialPlace 0 candidatesSpatialTriadicClosure 0.000259870371691
5.5 timeSocialPlace 0 numberOfPeople 0.152327960448
5.5 timeSocialPlace 0 metAtHourOfTheWeek 0.0907625533936
5.5 timeSocialPlace 0 metAtDayOfTheWeek 0.0524252970107
5.5 timeSocialPlace 0 metAtHourOfTheDay 0.115251705477
5.5 timeSocialPlace 1 timeSpent 0.17977146148
5.5 timeSocialPlace 1 friends 0.0970413072657
5.5 timeSocialPlace 1 metAtHome 0.00200732236736
5.5 timeSocialPlace 1 metAtUniversity 0.037786704053
5.5 timeSocialPlace 1 metAtThirdPlace 0.0143261340691
5.5 timeSocialPlace 1 metAtOtherPlace 0.00739266461756
5.5 timeSocialPlace 1 timeSpentAtHomeWith 0.00116555435965
5.5 timeSocialPlace 1 timeSpentAtUniversityWith 0.0487288082612
5.5 timeSocialPlace 1 timeSpentAtThirdPlaceWith 0.0162053723697
5.5 timeSocialPlace 1 timeSpentAtOtherPlaceWith 0.00816606013031
5.5 timeSocialPlace 1 spatialTriadicClosure 0.176648653218
5.5 timeSocialPlace 1 candidatesSpatialTriadicClosure 0.000266025154788
5.5 timeSocialPlace 1 numberOfPeople 0.152109564672
5.5 timeSocialPlace 1 metAtHourOfTheWeek 0.0928653301239
5.5 timeSocialPlace 1 metAtDayOfTheWeek 0.0504094503899
5.5 timeSocialPlace 1 metAtHourOfTheDay 0.115109587467
5.5 timeSocialPlace 2 timeSpent 0.176295206661
5.5 timeSocialPlace 2 friends 0.104939260429
5.5 timeSocialPlace 2 metAtHome 0.0023434706272
5.5 timeSocialPlace 2 metAtUniversity 0.0366618789052
5.5 timeSocialPlace 2 metAtThirdPlace 0.0141471369742
5.5 timeSocialPlace 2 metAtOtherPlace 0.00658806422329
5.5 timeSocialPlace 2 timeSpentAtHomeWith 0.000947497944786
5.5 timeSocialPlace 2 timeSpentAtUniversityWith 0.0468732459919
5.5 timeSocialPlace 2 timeSpentAtThirdPlaceWith 0.01431822466
5.5 timeSocialPlace 2 timeSpentAtOtherPlaceWith 0.00805707820569
5.5 timeSocialPlace 2 spatialTriadicClosure 0.172632093293
5.5 timeSocialPlace 2 candidatesSpatialTriadicClosure 0.000323622571674
5.5 timeSocialPlace 2 numberOfPeople 0.154642597008
5.5 timeSocialPlace 2 metAtHourOfTheWeek 0.0948947213155
5.5 timeSocialPlace 2 metAtDayOfTheWeek 0.051833093378
5.5 timeSocialPlace 2 metAtHourOfTheDay 0.114502807812
5.5 timeSocialPlace 3 timeSpent 0.1770254806
5.5 timeSocialPlace 3 friends 0.105795461551
5.5 timeSocialPlace 3 metAtHome 0.00194062426251
5.5 timeSocialPlace 3 metAtUniversity 0.0373689715722
5.5 timeSocialPlace 3 metAtThirdPlace 0.0136667768204
5.5 timeSocialPlace 3 metAtOtherPlace 0.00573731321735
5.5 timeSocialPlace 3 timeSpentAtHomeWith 0.00128844443435
5.5 timeSocialPlace 3 timeSpentAtUniversityWith 0.0500699690203
5.5 timeSocialPlace 3 timeSpentAtThirdPlaceWith 0.014687337576
5.5 timeSocialPlace 3 timeSpentAtOtherPlaceWith 0.00617455676195
5.5 timeSocialPlace 3 spatialTriadicClosure 0.170745964033
5.5 timeSocialPlace 3 candidatesSpatialTriadicClosure 0.000272824557299
5.5 timeSocialPlace 3 numberOfPeople 0.159784478742
5.5 timeSocialPlace 3 metAtHourOfTheWeek 0.0894989027923
5.5 timeSocialPlace 3 metAtDayOfTheWeek 0.0534764424222
5.5 timeSocialPlace 3 metAtHourOfTheDay 0.112466451637
5.5 timeSocialPlace 4 timeSpent 0.174263665953
5.5 timeSocialPlace 4 friends 0.102512776636
5.5 timeSocialPlace 4 metAtHome 0.00231604828207
5.5 timeSocialPlace 4 metAtUniversity 0.0390152027671
5.5 timeSocialPlace 4 metAtThirdPlace 0.0150547077673
5.5 timeSocialPlace 4 metAtOtherPlace 0.00757426540945
5.5 timeSocialPlace 4 timeSpentAtHomeWith 0.00111399116499
5.5 timeSocialPlace 4 timeSpentAtUniversityWith 0.0505502607945
5.5 timeSocialPlace 4 timeSpentAtThirdPlaceWith 0.0177238679613
5.5 timeSocialPlace 4 timeSpentAtOtherPlaceWith 0.00602093913966
5.5 timeSocialPlace 4 spatialTriadicClosure 0.171426961859
5.5 timeSocialPlace 4 candidatesSpatialTriadicClosure 0.00031988358907
5.5 timeSocialPlace 4 numberOfPeople 0.15164211917
5.5 timeSocialPlace 4 metAtHourOfTheWeek 0.0934038655398
5.5 timeSocialPlace 4 metAtDayOfTheWeek 0.0528001529513
5.5 timeSocialPlace 4 metAtHourOfTheDay 0.114261291015
5.5 timeSocialPlace 5 timeSpent 0.176623540882
5.5 timeSocialPlace 5 friends 0.102401635665
5.5 timeSocialPlace 5 metAtHome 0.00200474123709
5.5 timeSocialPlace 5 metAtUniversity 0.0349202360216
5.5 timeSocialPlace 5 metAtThirdPlace 0.0142781029582
5.5 timeSocialPlace 5 metAtOtherPlace 0.00757500464274
5.5 timeSocialPlace 5 timeSpentAtHomeWith 0.00129396459199
5.5 timeSocialPlace 5 timeSpentAtUniversityWith 0.048114999925
5.5 timeSocialPlace 5 timeSpentAtThirdPlaceWith 0.0166037978927
5.5 timeSocialPlace 5 timeSpentAtOtherPlaceWith 0.00778341406516
5.5 timeSocialPlace 5 spatialTriadicClosure 0.176055328547
5.5 timeSocialPlace 5 candidatesSpatialTriadicClosure 0.000299826865827
5.5 timeSocialPlace 5 numberOfPeople 0.156501481316
5.5 timeSocialPlace 5 metAtHourOfTheWeek 0.089275852397
5.5 timeSocialPlace 5 metAtDayOfTheWeek 0.0503160138946
5.5 timeSocialPlace 5 metAtHourOfTheDay 0.115952059098
5.5 timeSocialPlace 6 timeSpent 0.181324683563
5.5 timeSocialPlace 6 friends 0.103007602519
5.5 timeSocialPlace 6 metAtHome 0.00167748028498
5.5 timeSocialPlace 6 metAtUniversity 0.0393955267165
5.5 timeSocialPlace 6 metAtThirdPlace 0.0127449500861
5.5 timeSocialPlace 6 metAtOtherPlace 0.00658958711795
5.5 timeSocialPlace 6 timeSpentAtHomeWith 0.00117747028602
5.5 timeSocialPlace 6 timeSpentAtUniversityWith 0.0531562947657
5.5 timeSocialPlace 6 timeSpentAtThirdPlaceWith 0.0133917398708
5.5 timeSocialPlace 6 timeSpentAtOtherPlaceWith 0.00771030598017
5.5 timeSocialPlace 6 spatialTriadicClosure 0.168063025026
5.5 timeSocialPlace 6 candidatesSpatialTriadicClosure 0.000263967322798
5.5 timeSocialPlace 6 numberOfPeople 0.159878511584
5.5 timeSocialPlace 6 metAtHourOfTheWeek 0.0897943570609
5.5 timeSocialPlace 6 metAtDayOfTheWeek 0.050794304524
5.5 timeSocialPlace 6 metAtHourOfTheDay 0.111030193292
5.5 timeSocialPlace 7 timeSpent 0.175827078902
5.5 timeSocialPlace 7 friends 0.106364002359
5.5 timeSocialPlace 7 metAtHome 0.00204156287638
5.5 timeSocialPlace 7 metAtUniversity 0.0368250710538
5.5 timeSocialPlace 7 metAtThirdPlace 0.0129981861245
5.5 timeSocialPlace 7 metAtOtherPlace 0.00761493344515
5.5 timeSocialPlace 7 timeSpentAtHomeWith 0.00115800372578
5.5 timeSocialPlace 7 timeSpentAtUniversityWith 0.0508724923679
5.5 timeSocialPlace 7 timeSpentAtThirdPlaceWith 0.0125651168545
5.5 timeSocialPlace 7 timeSpentAtOtherPlaceWith 0.00820761815468
5.5 timeSocialPlace 7 spatialTriadicClosure 0.178791461979
5.5 timeSocialPlace 7 candidatesSpatialTriadicClosure 6.90559024951e-05
5.5 timeSocialPlace 7 numberOfPeople 0.158511190498
5.5 timeSocialPlace 7 metAtHourOfTheWeek 0.0890499184238
5.5 timeSocialPlace 7 metAtDayOfTheWeek 0.0503941623363
5.5 timeSocialPlace 7 metAtHourOfTheDay 0.108710144997
5.5 timeSocialPlace 8 timeSpent 0.175370496237
5.5 timeSocialPlace 8 friends 0.108866545961
5.5 timeSocialPlace 8 metAtHome 0.0023964717384
5.5 timeSocialPlace 8 metAtUniversity 0.0375077986097
5.5 timeSocialPlace 8 metAtThirdPlace 0.0124745349587
5.5 timeSocialPlace 8 metAtOtherPlace 0.00716901236206
5.5 timeSocialPlace 8 timeSpentAtHomeWith 0.00137364251974
5.5 timeSocialPlace 8 timeSpentAtUniversityWith 0.0485281988355
5.5 timeSocialPlace 8 timeSpentAtThirdPlaceWith 0.0147906054949
5.5 timeSocialPlace 8 timeSpentAtOtherPlaceWith 0.00648998295115
5.5 timeSocialPlace 8 spatialTriadicClosure 0.169506353877
5.5 timeSocialPlace 8 candidatesSpatialTriadicClosure 0.00026987760361
5.5 timeSocialPlace 8 numberOfPeople 0.156132603211
5.5 timeSocialPlace 8 metAtHourOfTheWeek 0.0933047240769
5.5 timeSocialPlace 8 metAtDayOfTheWeek 0.0518250546498
5.5 timeSocialPlace 8 metAtHourOfTheDay 0.113994096915
5.5 timeSocialPlace 9 timeSpent 0.174719978817
5.5 timeSocialPlace 9 friends 0.102067778755
5.5 timeSocialPlace 9 metAtHome 0.00186022579466
5.5 timeSocialPlace 9 metAtUniversity 0.0379497786185
5.5 timeSocialPlace 9 metAtThirdPlace 0.0143183268921
5.5 timeSocialPlace 9 metAtOtherPlace 0.00765005583105
5.5 timeSocialPlace 9 timeSpentAtHomeWith 0.000962112939521
5.5 timeSocialPlace 9 timeSpentAtUniversityWith 0.0493707936149
5.5 timeSocialPlace 9 timeSpentAtThirdPlaceWith 0.0167743224295
5.5 timeSocialPlace 9 timeSpentAtOtherPlaceWith 0.00807837720405
5.5 timeSocialPlace 9 spatialTriadicClosure 0.170767306084
5.5 timeSocialPlace 9 candidatesSpatialTriadicClosure 0.000240548674029
5.5 timeSocialPlace 9 numberOfPeople 0.155570733577
5.5 timeSocialPlace 9 metAtHourOfTheWeek 0.0913480140722
5.5 timeSocialPlace 9 metAtDayOfTheWeek 0.0512497975522
5.5 timeSocialPlace 9 metAtHourOfTheDay 0.117071849145
5.5 full 0 timeSpent 0.109407741039
5.5 full 0 friends 0.0575322896344
5.5 full 0 metAtHome 0.00159588465149
5.5 full 0 metAtUniversity 0.0267562160981
5.5 full 0 metAtThirdPlace 0.0091562783673
5.5 full 0 metAtOtherPlace 0.00563780307631
5.5 full 0 timeSpentAtHomeWith 0.000690596237802
5.5 full 0 timeSpentAtUniversityWith 0.0350965510468
5.5 full 0 timeSpentAtThirdPlaceWith 0.0116131292469
5.5 full 0 timeSpentAtOtherPlaceWith 0.00620751162237
5.5 full 0 spatialTriadicClosure 0.107506503852
5.5 full 0 candidatesSpatialTriadicClosure 0.0001920816203
5.5 full 0 numberOfPeople 0.10011813181
5.5 full 0 jaccard 0.0328563469219
5.5 full 0 adamicAdar 0.0356554607869
5.5 full 0 PA 0.0519608342395
5.5 full 0 propScores 0.199913299588
5.5 full 0 resourceAllocation 0.035212100737
5.5 full 0 metAtHourOfTheWeek 0.0606403214846
5.5 full 0 metAtDayOfTheWeek 0.036419154922
5.5 full 0 metAtHourOfTheDay 0.0758317630183
5.5 full 1 timeSpent 0.107966974654
5.5 full 1 friends 0.0538647042306
5.5 full 1 metAtHome 0.00179765842495
5.5 full 1 metAtUniversity 0.0268839765036
5.5 full 1 metAtThirdPlace 0.01123737496
5.5 full 1 metAtOtherPlace 0.00603348051046
5.5 full 1 timeSpentAtHomeWith 0.000891183855037
5.5 full 1 timeSpentAtUniversityWith 0.0349307880701
5.5 full 1 timeSpentAtThirdPlaceWith 0.0120729220987
5.5 full 1 timeSpentAtOtherPlaceWith 0.00621764698896
5.5 full 1 spatialTriadicClosure 0.10819903915
5.5 full 1 candidatesSpatialTriadicClosure 0.000232683444348
5.5 full 1 numberOfPeople 0.0998336032194
5.5 full 1 jaccard 0.0315484336412
5.5 full 1 adamicAdar 0.0357358210153
5.5 full 1 PA 0.0511495239022
5.5 full 1 propScores 0.199901551718
5.5 full 1 resourceAllocation 0.0360462395134
5.5 full 1 metAtHourOfTheWeek 0.0624599009878
5.5 full 1 metAtDayOfTheWeek 0.0359805660729
5.5 full 1 metAtHourOfTheDay 0.0770159270389
5.5 full 2 timeSpent 0.11062924994
5.5 full 2 friends 0.0563501651864
5.5 full 2 metAtHome 0.00192738771215
5.5 full 2 metAtUniversity 0.0264110185205
5.5 full 2 metAtThirdPlace 0.0107376259192
